avgTemp,minTemp,naxTemp,rainFall,-1dayPrice,avgPrice
19.2,15.7,24.2,1.7,1420,1460
20.2,16.0,25.3,0.5,1420,1420
20.3,17.3,24.7,4.9,1380,1420
19.7,16.1,24.4,1.6,1380,1380
19.5,14.6,25.5,0.0,1380,1380
20.7,14.6,26.9,0.0,1380,1380
23.0,17.6,29.4,0.0,1360,1380
21.2,17.9,25.5,6.6,1400,1360
22.3,17.7,28.0,0.3,1340,1400
22.9,17.6,29.3,0.0,1340,1340
23.5,16.5,30.7,0.7,1340,1340
23.5,18.9,29.4,0.2,1340,1340
25.1,18.7,32.3,0.0,1340,1340
25.0,18.6,32.0,0.0,1340,1340
23.2,20.2,26.3,27.9,1340,1340
24.1,21.4,28.2,32.6,1440,1340
22.7,20.4,25.6,46.6,1500,1440
24.0,20.5,28.9,4.6,1500,1500
22.9,20.3,26.3,21.2,1500,1500
22.7,20.0,26.1,62.8,1500,1500
23.6,21.2,26.6,40.0,1540,1500
24.5,22.0,28.2,16.3,1580,1540
25.4,21.9,30.5,15.6,1560,1580
23.4,21.6,26.7,13.5,1520,1560
21.6,19.7,23.9,7.2,1480,1520
21.1,17.7,25.5,1.3,1480,1480
20.7,17.3,24.6,0.3,1480,1480
20.3,18.8,22.0,12.7,1500,1480
24.1,20.0,28.5,8.7,1500,1500
26.1,22.7,30.3,8.1,1540,1500
27.1,23.2,31.7,0.3,1540,1540
27.5,23.8,32.3,0.4,1560,1540
27.6,23.4,32.8,0.0,1560,1560
27.9,23.2,33.5,0.0,1560,1560
27.9,22.9,33.5,0.0,1600,1560
27.7,23.0,33.0,0.0,1560,1600
27.5,22.7,33.2,0.0,1680,1560
27.8,22.8,33.8,0.0,1640,1680
28.4,22.7,34.9,0.0,1560,1640
29.1,23.8,35.1,0.3,1560,1560
29.1,24.3,34.6,0.0,1560,1560
29.3,25.1,34.6,3.1,1580,1560
29.4,24.7,34.9,0.1,1620,1580
29.3,25.5,34.3,0.2,1560,1620
29.5,25.0,35.0,0.5,1520,1560
29.7,25.2,35.6,0.5,1520,1520
28.6,25.4,34.1,6.6,1520,1520
29.0,24.6,34.1,1.1,1520,1520
28.7,24.6,33.7,1.8,1580,1520
28.9,23.6,34.9,0.0,1720,1580
29.7,23.7,36.3,0.0,1760,1720
29.9,24.5,35.9,0.0,1720,1760
29.8,25.1,35.2,1.6,1860,1720
29.9,25.5,35.2,0.2,1860,1860
29.7,25.5,35.0,7.6,1860,1860
28.8,25.2,34.0,16.5,1880,1860
28.3,25.1,33.3,3.8,1840,1880
28.6,24.7,34.3,6.6,1820,1840
28.2,24.7,33.6,7.3,1780,1820
27.5,24.7,32.1,10.7,1880,1780
27.4,24.2,32.0,1.5,1880,1880
27.9,23.8,32.8,2.6,1880,1880
29.4,24.9,34.9,3.6,2000,1880
29.5,24.7,35.8,6.4,2000,2000
29.0,24.2,35.6,9.4,2000,2000
26.7,23.3,31.3,10.8,2020,2000
24.8,20.8,29.8,0.9,1980,2020
24.0,18.7,30.1,0.0,1980,1980
25.0,19.4,31.4,0.0,1980,1980
26.2,21.0,31.6,3.9,1980,1980
26.6,21.9,32.0,4.9,2020,1980
28.5,22.8,34.2,7.2,2220,2020
26.8,24.3,29.7,35.8,2520,2220
25.4,22.9,28.7,20.4,2560,2520
24.4,21.3,28.4,1.9,2560,2560
22.4,20.4,25.8,56.8,2560,2560
23.6,21.3,26.2,44.7,2940,2560
25.1,22.7,29.0,37.2,2920,2940
25.9,22.5,30.3,26.8,2740,2920
26.1,23.8,30.1,16.3,2740,2740
23.8,21.1,27.2,34.1,2960,2740
23.1,19.7,27.5,25.9,2960,2960
22.3,18.3,26.5,2.2,2960,2960
23.7,21.1,27.2,32.0,2980,2960
23.6,19.7,28.5,31.0,3160,2980
23.1,18.0,28.5,0.0,3240,3160
22.5,18.1,26.8,1.1,3240,3240
21.2,17.6,25.2,5.9,3240,3240
19.4,14.8,25.0,0.0,3240,3240
20.2,14.4,26.7,3.0,3240,3240
20.4,15.5,25.9,1.6,3220,3240
19.5,14.5,24.6,0.2,3160,3220
20.9,15.6,26.5,16.3,3140,3160
20.8,18.3,24.0,13.9,3100,3140
21.5,18.9,24.5,11.4,3040,3100
22.0,20.2,24.7,2.7,3040,3040
22.7,20.2,26.7,0.6,3040,3040
21.8,17.8,27.2,0.4,3080,3040
21.0,16.3,27.3,0.0,3000,3080
20.6,16.5,25.1,2.5,2760,3000
19.9,18.3,21.9,12.5,2760,2760
19.4,17.9,21.3,26.0,2760,2760
20.3,15.2,26.3,1.4,2760,2760
18.9,13.7,25.7,0.8,2760,2760
16.6,12.1,22.0,0.1,2760,2760
16.5,9.8,23.4,7.1,2760,2760
17.8,13.8,23.0,2.1,2760,2760
17.1,11.5,23.8,0.5,2900,2760
17.0,11.7,22.3,0.1,2740,2900
18.4,14.1,23.2,7.0,2740,2740
18.5,14.2,24.7,2.9,2740,2740
16.0,12.2,20.1,1.5,2740,2740
15.4,10.2,22.0,0.2,2720,2740
15.4,9.3,23.3,0.0,2720,2720
17.9,10.8,24.4,1.5,2600,2720
17.6,15.8,19.5,62.9,2680,2600
18.9,16.2,22.0,78.7,2680,2680
17.6,12.6,23.6,0.6,2680,2680
14.6,9.8,21.1,0.0,2820,2680
14.8,10.2,19.6,0.5,2820,2820
14.0,9.3,17.9,1.9,2680,2820
10.7,6.1,16.1,0.2,2620,2680
10.4,4.7,17.5,0.0,2460,2620
11.7,5.3,19.6,0.0,2460,2460
13.1,6.9,20.2,0.0,2460,2460
14.1,8.6,21.0,0.0,2380,2460
12.9,9.0,18.4,2.7,2380,2380
12.5,7.7,19.1,10.7,2140,2380
11.7,6.4,17.6,10.1,2020,2140
12.1,6.6,19.1,0.2,2020,2020
11.6,5.3,20.4,0.0,2020,2020
11.7,5.1,20.8,0.0,2020,2020
12.8,6.8,20.0,0.3,2000,2020
13.2,8.7,19.4,1.6,2060,2000
12.2,7.1,19.5,0.0,2100,2060
12.3,5.7,20.9,0.0,2080,2100
12.5,9.2,15.5,7.0,2020,2080
10.5,7.0,14.3,0.7,2020,2020
10.7,4.6,16.4,5.7,2020,2020
10.0,5.2,15.8,0.7,2000,2020
7.7,2.9,13.3,0.0,2000,2000
7.9,2.9,14.4,0.7,2060,2000
7.8,1.7,15.9,0.0,2060,2060
9.0,2.2,18.3,0.0,1960,2060
9.7,2.8,19.2,0.0,1960,1960
10.2,3.3,19.7,0.0,1960,1960
10.7,3.9,19.1,0.4,1940,1960
11.8,5.9,19.1,1.1,1900,1940
12.9,10.0,15.7,4.3,1940,1900
14.0,12.1,17.1,33.1,1980,1940
12.3,7.9,16.1,0.7,2060,1980
10.8,5.5,18.0,0.1,2060,2060
9.5,4.9,14.6,2.2,2060,2060
9.4,5.1,14.9,2.0,2100,2060
9.0,4.3,15.3,1.3,2080,2100
8.6,3.5,15.8,3.0,2080,2080
8.9,3.2,16.5,0.0,2060,2080
9.0,5.3,13.6,2.3,2060,2060
7.5,3.0,13.7,2.9,2060,2060
6.6,2.4,11.1,0.6,2060,2060
7.2,2.1,13.5,0.0,1960,2060
6.3,0.5,13.6,1.3,1960,1960
6.4,1.6,11.2,1.1,1940,1960
4.2,-0.1,8.8,0.0,1900,1940
2.5,-2.4,8.7,1.4,1880,1900
4.1,-0.4,7.7,4.5,1880,1880
5.7,1.8,11.3,0.0,1880,1880
6.1,0.9,14.0,1.0,1880,1880
7.8,1.8,14.9,0.0,1880,1880
6.1,1.3,12.3,0.0,1880,1880
5.3,-0.6,11.8,0.0,1780,1880
5.4,0.1,12.3,0.0,1620,1780
5.6,1.3,12.0,0.0,1620,1620
8.7,1.4,15.5,0.9,1620,1620
12.2,9.2,15.2,8.3,1680,1620
10.4,5.5,14.2,12.3,1700,1680
4.2,0.1,8.2,6.1,1720,1700
4.2,1.8,7.2,3.7,1720,1720
-2.6,-5.8,3.4,0.5,1720,1720
-4.6,-7.9,-0.6,0.7,1720,1720
-4.0,-8.3,0.9,0.7,1720,1720
-1.6,-7.5,5.6,0.7,1820,1720
0.6,-2.8,2.9,2.6,1820,1820
-0.3,-3.9,4.0,3.5,1820,1820
0.0,-4.9,5.2,0.5,1780,1820
-2.1,-6.2,3.2,8.0,1780,1780
-1.6,-8.0,5.8,0.4,1780,1780
1.0,-2.9,4.6,1.1,1780,1780
3.2,-0.9,7.6,0.2,1780,1780
2.6,-2.4,8.5,0.0,1780,1780
5.4,-0.5,11.9,0.3,1700,1780
4.5,0.2,10.7,7.1,1660,1700
5.3,-1.1,12.4,0.0,1660,1660
6.8,1.3,13.5,0.4,1660,1660
5.6,0.6,10.3,1.9,1660,1660
-0.1,-4.1,5.3,0.0,1620,1660
0.7,-5.1,5.7,0.3,1620,1620
2.7,-0.7,7.0,0.2,1620,1620
-4.4,-7.7,-0.1,0.7,1700,1620
-6.6,-10.3,-2.3,1.6,1700,1700
-4.9,-9.3,-0.5,0.6,1700,1700
-4.4,-9.0,1.1,0.2,1700,1700
-3.0,-9.4,4.0,0.0,1700,1700
-1.8,-5.7,2.4,0.2,1700,1700
-2.2,-6.7,3.3,0.0,1700,1700
-1.9,-7.4,5.1,0.0,1800,1700
-0.4,-7.1,5.3,0.3,1860,1800
0.4,-4.3,5.6,0.4,1860,1860
-1.0,-5.7,5.8,0.8,1860,1860
-0.4,-6.1,5.6,0.0,1860,1860
-0.5,-4.6,4.5,0.1,1820,1860
-2.7,-7.6,2.9,0.7,1720,1820
-2.7,-7.6,2.9,0.7,1680,1720
-2.7,-7.6,2.9,0.7,1660,1680
-2.7,-7.6,2.9,0.7,1660,1660
-2.7,-7.6,2.9,0.7,1660,1660
1.1,-4.0,7.6,2.4,1600,1660
1.1,-3.6,6.2,0.1,1520,1600
-3.0,-7.7,1.9,0.1,1540,1520
0.5,-3.9,5.4,0.0,1540,1540
0.9,-5.1,8.1,0.0,1520,1540
2.9,-2.6,9.3,0.7,1520,1520
1.8,-2.6,5.6,0.2,1520,1520
0.6,-5.1,6.1,0.0,1460,1520
2.5,-3.4,9.0,0.0,1500,1460
3.1,-2.2,9.6,0.0,1480,1500
0.8,-5.1,8.2,0.0,1480,1480
-0.3,-5.1,5.5,3.7,1460,1480
-1.7,-6.0,3.7,0.1,1460,1460
-0.2,-7.6,7.2,0.0,1460,1460
2.6,-2.6,7.3,0.3,1540,1460
0.2,-6.4,8.1,0.0,1540,1540
3.6,-2.9,10.2,0.1,1600,1540
0.3,-3.7,4.8,7.7,1620,1600
-1.2,-6.5,4.1,0.1,1680,1620
2.3,-4.7,8.5,0.1,1680,1680
5.9,2.8,10.1,13.9,1680,1680
2.6,-1.2,6.9,0.0,1680,1680
3.1,-3.9,11.0,0.0,1680,1680
5.7,-1.0,13.0,0.1,1680,1680
2.3,-3.5,7.6,0.9,1640,1680
-1.7,-5.5,3.3,2.3,1580,1640
-1.5,-4.1,1.9,1.3,1580,1580
-1.3,-6.1,3.2,0.6,1580,1580
-0.7,-4.5,3.9,0.6,1600,1580
0.2,-5.7,6.0,0.0,1580,1600
0.5,-3.8,5.4,2.7,1640,1580
0.7,-3.6,6.4,0.5,1600,1640
2.2,-1.5,6.2,0.8,1600,1600
-0.2,-3.2,3.4,0.2,1600,1600
0.0,-5.3,6.2,0.0,1600,1600
2.3,-4.2,7.5,0.5,1520,1600
3.2,0.7,6.1,17.3,1520,1520
2.8,-0.5,7.0,0.0,1560,1520
2.7,-2.6,9.2,0.0,1600,1560
4.0,-1.4,11.0,1.4,1600,1600
5.0,-1.2,13.0,0.1,1600,1600
6.0,-1.3,14.1,0.0,1600,1600
5.9,0.6,12.7,0.0,1560,1600
5.4,-1.4,12.7,0.1,1540,1560
7.2,3.4,11.9,0.7,1580,1540
6.7,1.5,13.3,0.2,1580,1580
6.0,-0.1,13.5,0.0,1580,1580
7.0,-0.6,14.5,0.8,1580,1580
8.6,2.7,14.6,0.9,1580,1580
8.7,3.7,15.0,0.4,1520,1580
8.1,1.2,14.2,0.2,1400,1520
8.6,4.5,14.0,1.9,1360,1400
6.4,2.1,11.8,1.9,1360,1360
6.0,-1.3,14.4,0.0,1320,1360
7.8,-0.9,15.7,2.7,1320,1320
7.6,3.8,11.6,12.3,1320,1320
6.3,0.7,11.8,1.6,1320,1320
5.9,1.1,11.8,1.0,1320,1320
3.9,-1.5,9.3,0.1,1360,1320
5.1,-2.4,11.6,0.1,1340,1360
5.6,1.0,12.2,3.8,1320,1340
5.6,1.2,11.0,0.4,1320,1320
6.5,1.1,12.9,3.6,1320,1320
7.3,-0.5,14.7,6.4,1240,1320
10.5,2.2,18.8,0.0,1240,1240
11.3,5.0,17.1,16.5,1240,1240
9.9,4.6,15.2,2.5,1200,1240
5.2,1.6,10.4,0.0,1180,1200
4.2,-0.1,10.3,1.4,1180,1180
4.6,-2.1,11.1,0.0,1180,1180
7.1,0.3,13.5,0.0,1160,1180
10.5,3.1,18.6,0.0,1160,1160
12.6,4.9,19.4,0.4,1160,1160
10.5,6.5,15.9,2.6,1160,1160
10.5,4.8,16.8,1.4,1160,1160
7.3,3.6,12.4,2.9,1160,1160
5.2,2.2,9.1,0.5,1160,1160
5.7,-0.3,11.3,0.4,1180,1160
6.6,-0.4,13.2,0.7,1220,1180
7.2,-0.4,14.3,6.5,1240,1220
9.8,1.1,17.7,0.0,1160,1240
11.5,5.1,18.7,0.0,1140,1160
11.4,3.2,18.7,2.5,1140,1140
12.2,7.1,18.2,4.6,1140,1140
11.6,5.0,18.9,0.0,1180,1140
9.3,4.9,15.4,22.9,1220,1180
7.2,4.6,10.0,7.6,1220,1220
8.6,3.2,14.2,0.0,1180,1220
10.5,4.0,17.5,0.9,1200,1180
11.3,3.8,18.5,0.0,1200,1200
10.1,6.2,14.6,0.9,1200,1200
11.0,2.3,19.5,0.0,1180,1200
13.9,4.1,22.9,1.0,1160,1180
15.1,8.4,22.6,2.6,1180,1160
14.9,7.9,21.3,0.0,1180,1180
12.7,9.1,17.3,0.1,1140,1180
14.4,7.3,21.4,0.3,1140,1140
16.3,11.5,22.2,0.2,1140,1140
17.3,10.1,25.2,0.0,1140,1140
16.7,12.0,21.5,6.7,1140,1140
17.2,14.0,21.9,6.8,1240,1140
13.4,10.2,16.9,4.4,1240,1240
9.4,7.4,11.7,6.2,1240,1240
11.4,5.0,17.7,0.2,1240,1240
12.0,8.2,17.0,0.3,1240,1240
11.4,8.2,14.4,22.7,1220,1240
14.5,9.7,20.4,0.3,1280,1220
15.2,10.0,21.8,1.0,1280,1280
15.8,8.1,23.7,0.0,1280,1280
16.5,7.4,25.8,0.0,1220,1280
17.5,8.7,26.4,0.0,1220,1220
18.5,10.6,26.9,0.0,1220,1220
13.7,8.2,20.0,0.7,1220,1220
13.7,5.0,21.5,0.0,1280,1220
15.4,7.0,22.6,0.0,1280,1280
16.8,10.8,23.8,0.0,1290,1280
17.3,8.4,26.4,0.0,1290,1290
18.2,9.9,26.9,0.0,1290,1290
18.2,11.0,25.9,1.3,1290,1290
17.8,11.1,24.3,0.2,1290,1290
19.6,13.8,26.4,0.2,1330,1290
20.1,14.0,27.2,0.1,1420,1330
21.1,14.4,28.6,0.0,1480,1420
20.9,14.6,27.1,6.9,1520,1480
18.7,16.2,21.6,26.2,1520,1520
19.4,16.8,22.5,6.6,1520,1520
16.8,11.7,20.8,1.9,1580,1520
16.8,8.8,24.0,0.0,1580,1580
19.0,10.3,27.0,0.0,1580,1580
20.6,12.6,28.8,0.0,1540,1580
22.6,13.8,31.1,0.0,1520,1540
22.7,16.3,29.7,0.0,1520,1520
22.8,16.1,29.6,0.7,1520,1520
18.5,15.3,21.7,28.9,1540,1520
17.6,12.2,23.6,0.0,1610,1540
19.5,11.0,27.2,0.0,1600,1610
20.2,12.4,27.3,0.1,1640,1600
18.2,14.1,23.5,1.1,1700,1640
18.7,12.2,25.1,0.0,1700,1700
20.2,13.3,27.4,0.0,1700,1700
21.6,13.6,29.3,1.3,1680,1700
22.8,15.8,30.0,0.7,1540,1680
22.6,16.6,29.7,0.0,1480,1540
20.9,16.7,26.6,22.7,1480,1480
18.5,16.5,21.2,23.3,1560,1480
19.8,15.3,25.3,0.5,1560,1560
19.5,15.8,24.8,3.8,1560,1560
18.1,15.1,22.0,4.4,1560,1560
18.4,14.6,23.3,2.2,1560,1560
19.5,14.1,25.6,0.0,1560,1560
20.9,14.5,27.7,0.0,1540,1560
19.8,16.5,24.4,6.9,1540,1540
20.1,15.7,26.0,9.1,1540,1540
20.0,15.1,25.6,1.5,1540,1540
21.0,16.6,26.3,0.1,1540,1540
20.9,17.1,25.6,3.3,1540,1540
22.0,18.1,27.1,1.4,1540,1540
23.1,17.8,28.8,0.0,1500,1540
22.5,18.2,28.3,4.9,1500,1500
21.4,17.1,26.8,5.7,1500,1500
21.3,16.3,26.9,1.3,1500,1500
22.1,17.0,28.0,0.2,1500,1500
23.2,16.9,30.0,0.5,1520,1500
20.8,17.7,24.2,39.8,1520,1520
23.5,20.4,28.4,13.8,1580,1520
23.4,20.3,27.8,1.3,1740,1580
21.5,19.8,24.1,33.3,1740,1740
23.6,20.0,28.2,0.1,1740,1740
22.9,19.8,26.7,1.1,1620,1740
23.2,18.4,28.8,0.4,1620,1620
22.7,18.2,28.1,1.3,1520,1620
24.1,18.2,30.9,0.0,1510,1520
24.7,18.9,31.7,1.2,1510,1510
24.7,18.8,30.9,1.3,1510,1510
23.1,19.5,27.9,0.9,1510,1510
22.2,18.6,26.9,1.7,1560,1510
22.3,18.2,26.6,1.1,1560,1560
20.7,19.0,22.9,21.8,1620,1560
22.1,19.6,25.5,9.9,1800,1620
22.9,19.4,27.7,0.8,1800,1800
22.9,19.8,27.2,5.6,1800,1800
23.6,19.9,28.8,5.0,1800,1800
23.0,20.3,27.1,13.4,1780,1800
23.5,20.0,28.5,6.1,1780,1780
24.2,20.4,28.7,4.7,1760,1780
23.9,21.0,27.5,15.2,1780,1760
24.9,21.8,28.1,24.9,1780,1780
24.6,23.0,26.7,58.6,1780,1780
24.6,22.5,27.7,20.7,1780,1780
26.7,23.0,31.3,3.9,1800,1780
27.4,23.9,32.1,0.1,1700,1800
26.4,24.5,29.3,1.1,1640,1700
26.2,24.6,28.8,16.3,1640,1640
26.2,24.5,28.8,20.8,1580,1640
26.7,24.4,30.0,15.4,1580,1580
26.7,24.8,29.6,14.2,1580,1580
27.5,24.1,31.7,0.7,1800,1580
28.0,24.6,31.9,5.3,1800,1800
28.1,25.2,31.7,18.4,1800,1800
28.1,24.4,32.7,11.8,1860,1800
28.5,24.0,33.9,0.7,2000,1860
28.0,23.9,33.8,3.8,2000,2000
28.1,23.6,33.8,3.9,2000,2000
28.4,23.8,34.2,3.4,2040,2000
27.3,23.5,31.8,14.7,2080,2040
27.0,23.6,31.7,19.3,2080,2080
27.5,23.9,33.0,6.6,2240,2080
28.1,24.0,33.3,0.3,2240,2240
28.3,24.2,33.1,0.5,2240,2240
28.0,24.6,31.8,12.1,2240,2240
27.5,25.1,30.9,19.6,2040,2240
28.3,24.1,33.5,2.3,1940,2040
28.3,24.5,32.7,1.8,1800,1940
25.9,24.1,28.8,17.0,1800,1800
26.2,23.1,30.4,2.4,1840,1800
25.9,21.8,30.6,4.0,1840,1840
25.1,20.9,30.5,2.2,1840,1840
24.8,19.8,30.4,3.4,1880,1840
25.7,21.3,30.6,0.6,1920,1880
25.6,22.3,29.8,10.5,1780,1920
25.7,22.9,30.2,29.2,1760,1780
24.4,20.6,29.2,0.0,1760,1760
22.6,18.7,27.4,0.0,1760,1760
22.8,18.7,28.2,1.6,1760,1760
24.0,18.8,29.6,1.6,1720,1760
22.7,20.5,25.3,19.3,1680,1720
23.6,20.8,27.6,4.5,1680,1680
22.2,19.7,25.4,7.6,1720,1680
22.6,18.3,27.9,0.3,1720,1720
22.4,17.4,28.2,0.5,1720,1720
21.8,17.9,26.5,3.6,1720,1720
21.5,18.9,25.0,14.1,1720,1720
22.0,20.0,24.7,16.5,1740,1720
23.3,21.3,26.1,13.1,1760,1740
24.1,21.7,29.0,24.0,1840,1760
25.2,21.9,28.8,5.8,1880,1840
25.5,22.5,28.6,14.4,1880,1880
24.4,21.6,28.2,2.1,1880,1880
24.6,22.2,28.4,9.5,2040,1880
25.2,22.4,29.3,23.9,2200,2040
23.8,21.4,27.8,8.9,2280,2200
20.8,18.6,23.3,4.2,2280,2280
21.6,17.2,27.1,0.2,2280,2280
22.2,17.3,27.4,0.7,2280,2280
23.2,19.6,28.4,3.3,2280,2280
22.2,18.0,27.9,1.0,2120,2280
21.1,15.4,27.6,0.1,2060,2120
20.8,15.4,27.7,0.0,2060,2060
19.0,13.4,25.4,0.1,2060,2060
19.2,14.8,23.7,0.2,1880,2060
17.6,15.8,20.4,47.7,1880,1880
17.5,16.0,19.2,71.4,1880,1880
17.9,14.1,22.1,2.2,2080,1880
17.6,12.4,24.8,0.0,2180,2080
18.2,12.6,24.7,0.0,2240,2180
20.3,15.8,26.2,0.4,2080,2240
21.2,16.6,26.8,8.4,1940,2080
22.4,19.2,27.2,3.6,1940,1940
22.0,17.9,28.3,5.8,1940,1940
21.4,16.5,27.9,4.8,1880,1940
21.2,18.0,24.5,21.9,1860,1880
21.1,19.5,22.9,103.2,1820,1860
21.8,18.5,26.0,26.4,1820,1820
21.1,17.0,26.7,3.0,2040,1820
18.7,15.4,22.4,5.4,2040,2040
17.2,13.3,21.7,0.2,2040,2040
15.6,13.9,17.9,8.1,2040,2040
15.9,10.3,21.8,0.3,2020,2040
13.2,6.9,21.1,0.0,2020,2020
14.8,8.5,21.5,0.2,2060,2020
17.8,11.8,24.5,0.2,2040,2060
18.0,13.6,23.2,0.2,2040,2040
15.7,10.6,22.0,0.0,2040,2040
14.6,9.3,21.2,14.1,2040,2040
13.2,8.6,18.6,4.0,2060,2040
13.3,8.1,20.2,0.0,2000,2060
14.0,9.5,19.9,0.0,1980,2000
15.2,11.0,19.3,7.4,1980,1980
16.2,11.8,22.3,0.8,1980,1980
15.1,10.5,22.4,0.0,1980,1980
15.2,9.5,22.8,0.0,1940,1980
15.8,10.3,22.7,0.3,1900,1940
15.9,12.1,19.9,0.2,1900,1900
17.2,13.6,21.9,6.1,1860,1900
16.9,11.9,22.6,0.9,1800,1860
12.8,9.0,17.0,0.1,1800,1800
10.5,5.4,17.2,18.4,1800,1800
11.4,4.5,18.4,1.9,1800,1800
13.1,8.0,18.7,1.2,1740,1800
11.2,5.6,18.2,0.0,1740,1740
13.1,5.9,20.5,0.0,1740,1740
14.2,8.7,21.5,0.0,1740,1740
13.4,7.6,20.0,0.0,1740,1740
13.7,9.4,20.2,5.3,1740,1740
12.3,7.6,18.7,0.9,1840,1740
11.6,6.2,18.9,0.1,1840,1840
11.2,5.5,18.5,0.0,1840,1840
10.7,5.7,16.9,0.3,1840,1840
7.9,2.6,15.2,3.5,1840,1840
8.5,1.7,17.1,3.4,1840,1840
9.5,3.1,15.9,7.9,1840,1840
12.0,7.8,16.8,1.2,1760,1840
9.6,4.8,16.5,0.5,1760,1760
9.1,3.8,14.0,3.0,1760,1760
3.9,-0.6,9.0,0.1,1780,1760
7.2,-1.0,13.8,6.4,1780,1780
10.4,5.3,17.1,0.9,1780,1780
11.5,6.4,15.8,17.2,1780,1780
