avgTemp,minTemp,naxTemp,rainFall,-1dayPrice,avgPrice
8.8,3.5,16.6,12.4,1840,1780
3.9,0.8,7.2,0.2,1960,1840
2.8,-1.8,8.9,0.2,1960,1960
5.2,-2.3,12.4,0.0,2060,1960
9.4,3.0,17.5,0.0,2060,2060
10.9,4.7,18.3,0.1,2060,2060
12.8,7.6,19.3,1.4,2060,2060
6.0,3.5,10.8,12.1,1940,2060
7.8,2.6,13.5,1.9,1860,1940
6.4,2.8,9.8,3.3,1820,1860
5.0,0.6,10.6,11.0,1820,1820
3.6,-0.9,9.9,4.0,1780,1820
5.6,-1.5,12.8,0.7,1780,1780
6.4,4.8,8.4,13.5,1780,1780
3.8,0.4,7.0,0.3,1780,1780
2.4,-2.4,6.8,0.6,1780,1780
4.1,-0.3,9.5,0.3,1880,1780
0.5,-4.0,5.0,0.2,1840,1880
-2.9,-7.2,2.5,1.5,1840,1840
0.4,-6.0,6.1,0.2,1840,1840
1.4,-3.3,8.0,0.0,1840,1840
3.1,-3.4,10.0,1.3,1840,1840
6.7,1.7,13.4,1.6,1840,1840
7.2,2.0,13.5,0.3,1800,1840
1.9,-2.2,6.2,0.1,1740,1800
1.7,-4.4,8.3,0.7,1780,1740
4.1,-0.1,9.0,0.6,1780,1780
4.8,-1.4,12.4,0.1,1780,1780
7.1,1.3,14.0,0.5,1740,1780
8.4,3.8,12.6,2.8,1720,1740
4.7,1.9,8.6,2.9,1720,1720
2.4,-0.9,6.9,1.1,1720,1720
1.2,-2.7,5.7,0.3,1720,1720
0.4,-3.8,4.8,0.4,1720,1720
3.0,-1.1,8.9,2.3,1720,1720
3.8,-1.0,8.8,1.0,1720,1720
2.1,-1.9,8.8,1.1,1740,1720
3.7,-2.9,11.0,0.2,1740,1740
3.8,1.4,6.2,1.9,1680,1740
0.7,-3.0,5.1,0.5,1680,1680
0.6,-4.7,7.5,0.5,1680,1680
2.9,-2.2,6.9,7.4,1680,1680
5.1,0.3,9.9,0.8,1740,1680
-3.5,-6.3,0.8,0.5,1920,1740
-0.8,-6.1,4.0,0.0,1920,1920
1.6,-2.7,6.4,0.0,1940,1920
2.2,-1.9,7.7,0.0,1900,1940
1.7,-3.2,8.0,1.5,1900,1900
1.6,-4.4,8.8,1.2,1900,1900
3.9,-0.2,6.4,9.2,1860,1900
9.1,5.2,13.7,40.0,1860,1860
5.4,3.1,11.3,4.7,1760,1860
2.1,-0.9,5.5,0.2,1760,1760
1.2,-3.3,7.6,0.0,1740,1760
2.0,-2.1,7.1,0.1,1740,1740
1.9,-0.5,5.2,1.1,1740,1740
0.6,-2.5,4.2,0.2,1680,1740
-0.2,-3.6,4.6,3.7,1620,1680
-0.7,-4.8,4.4,0.2,1620,1620
-0.1,-4.5,5.8,0.0,1620,1620
1.0,-3.0,6.9,2.3,1580,1620
1.5,-2.9,7.4,2.7,1580,1580
2.3,-2.1,7.1,0.2,1580,1580
2.7,-1.2,7.1,0.0,1460,1580
0.9,-4.5,7.2,1.4,1600,1460
3.4,0.3,6.1,7.9,1600,1600
5.5,2.2,10.3,2.8,1580,1600
4.6,0.1,10.6,7.2,1580,1580
5.2,1.8,9.4,1.5,1580,1580
6.1,1.2,10.6,2.0,1580,1580
5.9,4.2,8.0,17.2,1580,1580
6.6,3.4,10.3,2.0,1450,1580
5.6,2.7,9.5,1.4,1520,1450
4.5,1.2,8.9,1.4,1520,1520
3.2,-0.4,7.9,0.2,1460,1520
2.7,-2.2,8.1,0.1,1460,1460
2.5,-2.0,8.1,0.1,1460,1460
1.6,-2.4,6.1,0.1,1420,1460
0.5,-5.5,6.6,0.6,1520,1420
-3.1,-6.7,1.5,0.9,1500,1520
-3.6,-9.3,2.3,0.8,1480,1500
0.1,-5.8,5.6,0.0,1380,1480
1.7,-2.1,6.0,1.1,1380,1380
0.6,-5.2,6.4,0.4,1380,1380
4.1,-1.6,11.1,0.0,1340,1380
5.7,-2.7,13.5,0.4,1400,1340
7.9,5.3,10.5,13.5,1340,1400
8.3,3.9,12.8,0.3,1300,1340
8.2,3.4,15.9,0.0,1120,1300
9.6,3.6,16.1,1.7,1120,1120
2.1,-1.8,8.4,6.5,1120,1120
-2.7,-4.7,-0.2,3.0,1160,1120
-1.2,-6.1,4.2,1.0,1280,1160
2.4,-4.0,9.4,0.0,1380,1280
5.0,-0.8,12.4,0.0,1460,1380
7.1,-0.3,14.0,1.9,1450,1460
6.5,2.2,10.2,1.6,1450,1450
3.6,-1.6,9.7,0.0,1450,1450
7.3,-1.2,14.8,0.4,1425,1450
7.9,5.9,10.5,25.5,1375,1425
7.1,3.2,11.9,2.4,1375,1375
5.3,1.2,10.3,0.4,1325,1375
4.6,1.8,6.8,2.7,1225,1325
6.8,3.0,12.0,2.7,1225,1225
6.9,2.1,12.0,0.3,1225,1225
5.3,1.8,9.8,0.4,1025,1225
6.1,0.2,12.2,0.2,1025,1025
4.3,0.4,8.6,0.1,1025,1025
2.4,-2.2,8.3,0.3,1050,1025
3.9,-3.8,11.9,0.0,1050,1050
5.4,0.8,10.5,3.8,1050,1050
7.6,0.6,16.0,0.0,1050,1050
8.7,1.8,14.7,5.5,960,1050
7.4,4.5,10.0,9.3,1060,960
4.9,0.5,9.7,4.0,1140,1060
6.7,-1.5,14.7,0.0,1140,1140
7.2,1.7,13.1,0.1,1100,1140
5.1,-0.7,10.2,0.5,1100,1100
5.4,0.6,11.3,0.8,1100,1100
4.4,-1.7,10.4,3.1,1160,1100
7.6,0.9,14.0,0.5,1080,1160
9.8,1.8,17.8,0.0,1080,1080
9.6,4.5,15.8,0.4,1020,1080
9.4,2.8,15.5,0.0,1040,1020
13.2,4.8,20.8,1.5,1040,1040
12.2,6.4,18.6,0.3,1040,1040
9.7,2.4,17.1,0.0,1060,1040
9.4,2.1,17.2,0.0,1060,1060
11.7,2.8,19.5,0.1,1060,1060
13.2,7.9,18.0,10.5,1100,1060
11.4,6.6,16.4,5.4,1060,1100
7.2,3.5,11.1,2.2,1060,1060
7.7,0.5,14.4,0.4,1060,1060
10.0,4.3,16.9,0.0,1080,1060
11.0,3.0,18.8,0.3,1040,1080
10.6,5.6,17.3,1.2,1040,1040
9.4,2.3,16.7,0.0,1040,1040
10.6,3.2,18.0,0.0,1040,1040
9.0,3.1,16.4,0.0,1040,1040
7.1,0.4,14.2,0.0,1040,1040
9.0,0.1,16.8,0.0,1040,1040
11.7,4.4,18.8,2.5,1140,1040
9.8,4.2,15.9,3.2,1180,1140
8.9,1.8,15.6,0.0,1180,1180
9.6,5.1,14.4,0.0,1160,1180
8.8,4.4,13.6,5.5,1160,1160
8.1,3.6,13.3,4.6,1160,1160
9.2,3.7,15.7,0.1,1160,1160
11.9,2.2,20.9,0.0,1220,1160
12.1,4.6,20.2,0.0,1220,1220
13.0,5.3,20.0,0.1,1300,1220
11.6,8.8,15.4,14.3,1300,1300
12.2,7.8,18.0,0.9,1300,1300
10.7,7.9,14.3,19.3,1300,1300
11.4,7.9,16.4,0.6,1320,1300
9.2,5.2,14.1,0.1,1360,1320
7.5,4.0,11.8,0.0,1380,1360
8.6,3.2,14.3,0.4,1550,1380
10.2,2.8,16.2,0.5,1580,1550
13.9,6.1,20.9,0.5,1580,1580
11.9,5.9,18.2,1.4,1580,1580
11.4,4.6,18.0,0.7,1420,1580
12.9,4.3,20.4,0.0,1440,1420
14.8,7.1,22.7,0.0,1440,1440
16.9,7.3,24.2,0.0,1440,1440
20.7,15.0,27.0,0.1,1440,1440
20.3,16.6,24.9,1.5,1440,1440
18.2,15.6,21.6,15.7,1440,1440
18.9,13.5,26.0,0.2,1440,1440
15.5,11.8,20.1,1.7,1440,1440
17.7,11.4,25.4,0.0,1660,1440
16.9,10.2,23.5,0.0,1640,1660
17.1,9.5,23.6,3.9,1620,1640
15.8,13.5,18.3,35.3,1620,1620
15.7,12.9,19.6,0.7,1620,1620
18.1,12.3,24.5,0.7,1500,1620
16.4,11.8,21.8,0.7,1420,1500
16.2,8.9,22.9,0.0,1560,1420
18.5,10.5,25.7,0.0,1640,1560
16.1,14.4,19.0,18.3,1700,1640
17.4,14.5,21.9,0.8,1700,1700
19.1,15.0,24.9,4.2,1700,1700
17.9,14.0,23.0,17.1,1620,1700
13.6,10.6,17.3,8.2,1720,1620
13.8,8.9,19.4,2.8,1760,1720
15.5,9.7,21.2,0.3,1760,1760
16.8,12.3,22.2,0.9,1780,1760
18.2,12.5,24.2,1.8,1780,1780
18.4,13.9,23.6,4.4,1780,1780
17.7,13.9,22.4,0.1,1760,1780
18.1,14.1,24.1,0.9,1780,1760
18.3,13.2,24.5,0.1,1760,1780
18.1,11.8,24.7,0.1,1760,1760
19.2,12.6,26.1,0.1,1740,1760
20.1,13.9,26.5,0.5,1740,1740
19.9,14.5,25.2,4.0,1740,1740
20.6,15.6,25.8,0.4,1780,1740
19.3,13.0,25.2,1.1,1780,1780
21.7,16.9,27.1,0.7,1800,1780
23.6,18.7,29.5,0.2,1800,1800
22.8,18.2,29.0,0.1,1700,1800
21.7,17.4,27.7,5.8,1700,1700
21.8,16.9,28.0,0.2,1700,1700
23.8,16.8,31.1,0.0,1680,1700
25.3,17.9,32.6,0.0,1680,1680
24.7,19.6,31.6,11.6,1700,1680
24.3,20.6,29.8,9.3,1720,1700
23.2,20.1,27.6,13.1,1740,1720
23.8,20.0,28.6,26.7,1740,1740
23.7,20.6,27.7,18.5,1740,1740
23.0,17.9,28.6,0.2,2260,1740
22.8,17.5,28.8,0.0,2120,2260
21.9,17.0,27.0,3.9,1920,2120
19.6,17.5,22.2,30.3,1880,1920
21.7,17.7,27.1,1.5,1932,1880
22.2,18.0,27.5,0.7,1932,1932
22.9,18.1,28.9,1.5,1932,1932
23.9,17.4,31.0,0.0,1864,1932
24.2,18.4,30.2,0.4,1864,1864
21.8,19.9,24.5,23.4,1932,1864
21.5,19.7,23.7,5.8,1966,1932
22.7,19.3,27.4,0.6,1972,1966
23.3,19.1,28.9,0.9,1972,1972
23.5,19.0,29.1,1.8,1972,1972
21.5,18.6,25.3,40.3,1806,1972
20.6,18.4,23.5,25.3,1846,1806
20.6,17.4,25.2,1.9,1826,1846
22.2,17.1,27.6,1.2,1886,1826
20.9,18.2,24.0,6.9,1886,1886
20.8,17.9,25.0,0.7,1886,1886
22.1,18.3,26.8,0.4,1886,1886
22.8,19.1,27.0,9.2,1806,1886
23.7,20.6,28.2,6.7,1826,1806
23.7,19.6,29.1,0.2,1826,1826
24.0,19.8,29.0,2.0,1792,1826
23.5,21.2,27.3,34.2,1792,1792
23.7,20.8,27.8,2.8,1792,1792
21.0,18.7,23.3,30.0,1792,1792
19.5,18.2,21.2,79.4,2112,1792
19.5,18.0,21.7,9.1,2112,2112
20.0,17.8,23.3,3.5,2092,2112
21.9,17.6,27.3,1.6,2072,2092
22.7,18.1,28.5,2.9,1952,2072
22.6,18.7,26.8,2.2,1952,1952
23.8,20.2,26.9,6.4,1952,1952
24.9,22.3,28.4,8.2,1982,1952
24.6,21.4,29.2,6.8,1982,1982
22.7,21.2,25.0,30.2,1822,1982
21.7,20.2,23.6,65.7,1822,1822
21.2,19.4,23.5,21.5,1902,1822
22.2,20.1,25.5,8.9,1902,1902
23.0,20.1,27.4,2.3,1902,1902
22.6,20.7,25.4,14.5,2074,1902
23.5,21.4,26.2,14.9,2162,2074
23.8,22.3,26.1,32.9,2112,2162
24.2,22.2,27.8,31.2,2144,2112
25.8,22.2,30.4,5.9,2612,2144
25.8,23.2,29.8,15.4,2612,2612
26.3,23.8,29.7,34.6,2612,2612
26.2,24.0,29.1,40.5,2642,2612
26.9,23.8,31.1,24.1,2714,2642
26.4,24.2,29.3,19.0,2782,2714
25.4,23.5,27.9,28.3,2742,2782
24.0,22.4,26.1,39.8,3142,2742
24.0,22.5,25.8,72.0,3142,3142
26.0,23.4,29.4,24.3,3142,3142
25.7,23.8,28.8,32.9,3528,3142
25.7,23.7,28.9,27.9,3738,3528
26.9,24.1,30.7,6.9,4138,3738
27.9,24.8,31.8,0.1,3544,4138
28.2,25.5,31.7,2.1,3344,3544
27.7,24.8,31.6,22.1,3344,3344
27.6,23.9,32.3,0.2,3344,3344
27.6,23.8,32.6,0.1,3344,3344
27.4,23.4,32.9,0.0,3292,3344
27.4,22.7,33.2,0.0,3052,3292
27.0,22.6,33.0,5.0,2852,3052
26.0,22.5,30.8,6.1,2818,2852
25.4,22.8,29.4,10.8,2818,2818
25.6,22.0,30.7,3.1,2818,2818
26.6,21.9,31.9,0.3,2932,2818
28.1,23.3,33.4,2.7,2784,2932
27.6,24.4,31.6,23.3,2878,2784
27.2,24.8,30.6,11.1,2902,2878
27.0,24.5,31.4,14.1,3104,2902
26.6,24.2,30.8,13.7,3104,3104
26.6,23.8,31.4,11.5,3104,3104
25.6,23.0,29.3,4.2,2684,3104
25.4,21.9,29.5,1.0,2484,2684
24.5,23.0,26.5,56.4,2352,2484
23.7,20.3,27.3,44.4,2662,2352
22.6,17.9,28.2,1.5,3884,2662
20.4,17.7,24.0,7.4,3884,3884
20.1,17.8,22.8,14.7,3884,3884
20.7,17.9,23.4,64.0,3764,3884
23.4,19.7,27.6,1.0,3692,3764
21.7,18.6,26.3,10.0,3592,3692
22.1,18.6,27.1,2.2,3232,3592
20.9,18.5,24.5,7.5,3336,3232
20.0,17.9,23.1,9.5,3336,3336
20.1,17.4,24.4,4.6,3336,3336
20.9,16.9,26.3,0.7,3052,3336
21.7,17.4,27.1,0.1,2992,3052
21.2,19.4,24.3,5.0,3036,2992
20.4,17.9,23.5,4.6,3126,3036
19.3,15.3,24.2,1.7,3126,3126
18.9,13.5,25.4,2.5,3126,3126
18.2,12.7,24.9,0.0,3126,3126
17.2,11.5,23.7,0.0,3046,3126
17.7,13.6,23.2,0.1,2932,3046
18.1,13.8,22.6,1.3,2982,2932
19.3,15.7,24.2,1.8,3052,2982
19.2,14.7,24.5,9.0,3122,3052
18.6,14.6,24.1,3.4,3122,3122
18.4,13.6,24.3,0.9,3122,3122
17.5,12.4,24.4,0.0,3642,3122
17.5,11.9,24.3,0.0,3636,3642
18.1,13.5,24.1,9.4,3636,3636
18.3,13.9,23.9,0.3,3636,3636
19.3,14.7,24.6,0.8,3636,3636
19.5,16.7,24.2,2.9,3636,3636
18.2,14.0,22.3,0.6,3636,3636
14.1,8.9,19.5,0.0,3312,3636
13.9,8.3,20.3,0.0,3282,3312
15.8,10.2,21.7,0.0,3356,3282
16.5,11.9,22.0,0.0,3282,3356
16.7,11.6,22.1,0.0,3282,3282
16.4,11.7,21.9,0.0,3282,3282
16.0,11.2,21.4,0.0,3282,3282
16.3,12.0,22.5,0.1,3182,3282
13.6,9.1,19.5,4.8,2892,3182
13.0,7.7,19.7,0.5,2872,2892
12.4,7.1,19.2,7.5,2772,2872
11.8,7.2,16.6,1.7,2796,2772
12.6,7.1,19.7,0.3,2796,2796
12.6,6.3,20.4,0.0,2796,2796
13.1,7.1,21.1,0.0,2822,2796
13.3,7.0,21.9,0.0,2982,2822
13.2,9.1,17.7,11.0,2982,2982
13.6,9.9,18.5,3.7,2942,2982
10.4,6.7,15.3,0.2,3022,2942
9.7,4.3,15.4,0.0,3022,3022
11.9,5.4,19.5,0.0,3022,3022
11.8,5.4,19.9,0.0,2926,3022
12.6,6.1,20.6,0.0,2902,2926
13.7,8.8,20.0,0.0,2992,2902
10.5,4.2,17.7,0.0,2992,2992
10.7,4.3,18.4,0.1,3052,2992
11.6,5.2,18.5,0.0,3052,3052
12.5,9.7,14.8,3.1,3052,3052
11.4,5.6,17.0,1.4,3032,3052
7.0,2.8,11.0,0.5,2992,3032
5.6,0.2,12.2,0.0,2986,2992
8.7,0.3,16.3,0.0,2986,2986
12.5,8.7,16.6,0.1,2936,2986
13.9,8.8,20.3,0.0,2936,2936
10.1,4.8,16.2,0.0,2936,2936
6.9,1.1,12.3,0.0,2942,2936
7.6,2.0,14.1,0.0,2962,2942
7.8,1.2,16.2,0.0,2862,2962
9.2,2.0,18.2,0.0,2962,2862
10.2,3.5,18.5,0.0,3012,2962
10.6,4.5,18.6,0.0,3012,3012
11.0,5.2,18.6,0.0,3012,3012
11.9,5.7,19.2,0.3,3086,3012
14.9,9.8,20.0,1.5,3176,3086
17.7,13.8,21.2,2.8,3036,3176
16.9,11.2,21.8,29.0,3054,3036
7.6,4.2,11.5,0.2,3044,3054
7.6,0.9,13.2,0.2,3044,3044
8.4,5.6,10.7,2.4,3044,3044
4.6,1.1,9.0,4.5,3134,3044
5.0,0.9,10.7,0.0,3012,3134
5.8,0.8,12.0,0.0,2932,3012
6.9,2.7,12.3,0.8,2932,2932
6.3,2.8,10.3,2.7,2832,2932
3.0,0.6,6.3,3.9,2832,2832
2.7,-0.9,6.7,0.2,2832,2832
2.2,-1.9,7.5,0.1,2702,2832
2.0,-3.3,8.5,0.0,2612,2702
3.5,-0.8,9.2,0.2,2572,2612
2.7,-1.2,7.7,0.5,2682,2572
1.2,-3.5,6.8,1.1,2682,2682
2.3,-2.9,8.4,0.3,2682,2682
3.6,-1.5,9.9,0.1,2682,2682
4.1,-0.9,9.5,0.0,2672,2682
1.2,-2.8,6.3,0.8,2552,2672
1.6,-4.9,8.5,0.0,2552,2552
5.1,1.4,10.4,0.3,2312,2552
5.6,1.1,10.8,0.0,2312,2312
4.3,-0.5,8.8,0.0,2312,2312
1.6,-3.0,7.5,2.1,2312,2312
-4.0,-7.0,-0.9,2.4,2186,2312
-5.2,-9.0,-1.0,1.1,2242,2186
-4.9,-8.8,-0.5,0.7,2232,2242
-3.3,-9.0,2.6,0.2,2382,2232
0.1,-4.8,5.4,0.3,2342,2382
-2.5,-6.6,1.9,0.0,2342,2342
-1.8,-6.7,3.9,0.4,2342,2342
-0.4,-6.1,5.9,0.2,2352,2342
1.3,-3.9,7.5,0.1,2192,2352
3.1,-2.9,9.0,0.0,2152,2192
4.4,0.0,9.4,0.0,2222,2152
0.7,-3.5,5.2,0.3,2222,2222
1.7,-3.8,8.4,0.0,2222,2222
3.8,-0.3,8.4,5.5,2222,2222
4.6,0.0,12.1,0.3,2242,2222
2.5,-1.8,9.0,1.9,2302,2242
-6.2,-9.1,-0.7,2.2,2632,2302
-5.7,-11.0,-0.8,0.9,2652,2632
-2.7,-8.4,2.1,0.4,2652,2652
-2.2,-6.2,1.9,0.4,2652,2652
-2.7,-6.8,1.6,0.1,2652,2652
-1.4,-7.3,4.5,0.4,2822,2652
-1.7,-6.6,2.4,0.2,2992,2822
-4.8,-9.9,-0.2,1.3,3042,2992
-10.0,-13.9,-3.3,1.8,3386,3042
-11.5,-15.8,-6.7,1.9,3206,3386
-9.5,-15.0,-3.8,2.3,3206,3206
-6.4,-13.0,-0.2,0.8,3206,3206
-4.9,-9.0,-0.9,2.0,3206,3206
-2.4,-8.6,3.1,0.9,3346,3206
3.4,-3.7,10.0,0.0,3346,3346
3.4,-2.4,10.6,0.0,3516,3346
6.4,-0.8,13.5,0.2,3616,3516
-0.2,-4.1,4.8,4.5,3616,3616
-3.2,-7.3,0.8,0.4,3616,3616
-1.4,-6.0,3.9,1.8,3912,3616
-4.4,-9.8,1.6,0.4,3792,3912
-0.2,-8.2,8.7,0.0,3832,3792
5.1,-1.1,10.5,4.0,3792,3832
7.1,4.9,10.1,1.8,3702,3792
7.7,5.3,10.6,5.8,3702,3702
6.7,2.6,11.8,0.3,3702,3702
6.2,1.4,12.9,0.1,3902,3702
5.2,2.7,7.6,6.3,3892,3902
3.5,-0.4,8.7,0.0,4122,3892
-0.3,-5.7,6.9,1.3,4202,4122
-5.1,-8.4,-0.8,0.5,4532,4202
0.0,-7.7,7.4,0.2,4532,4532
3.7,-4.5,11.1,1.5,4532,4532
7.0,2.6,11.0,10.3,4432,4532
-1.7,-4.6,4.0,0.1,4462,4432
-1.4,-7.1,3.7,1.4,4582,4462
0.2,-4.1,4.7,1.0,4952,4582
1.7,-4.9,7.7,1.2,5292,4952
5.5,-0.9,11.8,0.0,5292,5292
5.8,0.5,11.6,2.1,5292,5292
-0.5,-3.5,3.4,13.3,5032,5292
0.1,-5.6,6.4,0.8,4872,5032
2.8,-3.7,9.6,0.0,5092,4872
4.7,-1.0,11.3,0.0,5092,5092
6.2,0.3,15.0,0.0,5092,5092
6.8,-0.8,16.7,0.0,5092,5092
8.4,2.7,14.6,2.6,5092,5092
3.7,-1.9,8.9,0.6,5142,5092
-1.5,-5.3,3.4,1.2,5092,5142
-5.6,-7.5,-2.8,1.8,4992,5092
-4.0,-8.3,0.3,0.8,5472,4992
2.8,-5.9,10.1,0.0,5572,5472
9.7,3.3,16.6,0.0,5572,5572
12.3,3.6,20.9,0.0,5572,5572
10.1,3.3,17.9,0.0,5612,5572
3.0,-1.5,8.5,3.3,6092,5612
3.4,-2.1,10.2,0.0,5892,6092
4.3,-0.4,8.5,6.7,5712,5892
7.5,2.2,13.3,2.2,5712,5712
7.1,2.8,11.5,1.7,5712,5712
7.5,1.4,12.6,0.4,5712,5712
8.1,3.2,13.1,48.0,5712,5712
2.7,-0.6,6.4,3.5,5792,5712
3.5,-2.5,9.6,0.0,5792,5792
6.0,1.4,10.5,7.8,5792,5792
8.8,2.9,16.8,0.5,5892,5792
6.1,2.9,11.5,2.4,5892,5892
5.8,2.7,10.4,0.2,5892,5892
6.1,0.4,13.2,0.1,5812,5892
7.3,1.8,13.7,0.0,5372,5812
8.0,1.2,15.7,0.0,5432,5372
9.4,1.6,17.2,4.1,5012,5432
8.5,6.6,10.9,12.9,5052,5012
8.4,3.1,14.6,0.0,5052,5052
8.4,2.8,14.9,0.0,5052,5052
10.6,2.5,17.2,0.6,4412,5052
11.1,4.9,16.9,2.3,4472,4412
8.4,1.3,16.5,0.0,4432,4472
9.9,3.1,17.1,0.0,4332,4432
11.7,7.5,17.1,2.9,4432,4332
9.0,6.9,11.3,6.6,4432,4432
7.0,4.2,10.8,0.1,4432,4432
6.7,1.9,11.8,0.9,5012,4432
9.3,1.4,16.8,0.0,4892,5012
10.3,3.5,17.1,0.0,4892,4892
11.8,4.5,19.7,0.0,4732,4892
12.5,4.3,21.3,0.0,4432,4732
12.2,7.1,16.1,28.0,4432,4432
12.0,9.2,15.8,5.4,4432,4432
12.4,8.2,17.3,0.2,4452,4432
11.6,5.3,19.3,0.0,4392,4452
12.5,3.6,21.4,0.0,4292,4392
14.0,7.2,19.8,5.4,4352,4292
16.0,11.3,21.1,1.0,4032,4352
14.3,11.7,17.3,30.4,4032,4032
10.2,7.2,13.8,9.3,4032,4032
9.9,3.7,16.7,2.1,4266,4032
11.8,4.5,19.2,0.0,4266,4266
13.3,6.0,20.6,0.0,4226,4266
12.0,6.2,18.4,0.5,4366,4226
10.4,4.0,16.8,2.0,4306,4366
10.6,3.9,17.6,0.0,4306,4306
13.0,4.5,20.8,0.0,4306,4306
12.7,10.1,16.0,23.0,4712,4306
11.8,6.4,16.6,3.5,4352,4712
9.1,3.8,15.2,8.5,4532,4352
10.2,2.7,17.7,0.0,4612,4532
11.9,5.8,17.5,0.3,4452,4612
10.6,5.9,16.5,0.4,4452,4452
10.5,5.4,16.1,8.5,4452,4452
13.1,4.3,21.0,0.0,4492,4452
15.1,6.6,24.0,0.0,4152,4492
17.1,8.4,26.0,0.0,4192,4152
18.7,13.0,25.3,0.0,4000,4192
17.4,14.1,21.5,0.0,4272,4000
16.2,11.1,22.5,0.6,4272,4272
15.0,8.8,21.4,0.1,4272,4272
13.7,7.3,20.2,0.0,3892,4272
14.7,8.8,20.0,0.8,3820,3892
16.0,11.4,21.3,0.6,3592,3820
14.9,10.6,20.4,1.8,3592,3592
13.3,9.5,17.7,7.6,3532,3592
10.4,8.3,13.7,9.4,3532,3532
12.0,7.2,18.0,2.3,3532,3532
14.0,6.2,21.3,0.0,3812,3532
15.7,11.0,19.6,19.8,3600,3812
